<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20220606;210000;31.456.9800000;31.520.9800000;31.245.4400000;31.441.9100000;16
20220606;220000;31.434.6700000;31.580.5100000;31.393.4600000;31.469.9500000;14
20220606;230000;31.475.0600000;31.519.3600000;31.355.6100000;31.377.7700000;6
20220607;000000;31.369.0900000;31.411.2400000;31.288.5500000;31.351.2100000;3
20220607;010000;31.351.1000000;31.351.1000000;30.129.5200000;30.178.5700000;291
20220607;020000;30.181.4400000;30.242.6100000;29.346.8800000;29.558.3400000;248
20220607;030000;29.547.7900000;29.551.7700000;29.184.2500000;29.382.3900000;80
20220607;040000;29.384.0300000;29.649.8500000;29.324.4200000;29.565.1600000;30
20220607;050000;29.552.8500000;29.604.1400000;29.447.0400000;29.518.9300000;9
20220607;060000;29.518.9300000;29.613.4000000;29.397.2800000;29.482.4300000;14
20220607;070000;29.466.0300000;29.537.7800000;29.431.9500000;29.507.8000000;26
20220607;080000;29.509.3500000;29.587.3900000;29.476.5500000;29.574.7600000;20
20220607;090000;29.563.9800000;29.713.9000000;29.549.7500000;29.644.8000000;126
20220607;100000;29.628.1100000;29.644.1300000;29.524.9100000;29.552.7800000;64
20220607;110000;29.558.6300000;29.642.3100000;29.521.3600000;29.598.2600000;12
20220607;120000;29.595.1800000;29.595.1800000;29.324.3300000;29.500.0000000;36
20220607;130000;29.502.9100000;29.553.0500000;29.394.3400000;29.471.7000000;37
20220607;140000;29.482.6000000;29.685.4500000;29.424.1000000;29.553.5600000;22
20220607;150000;29.532.0700000;30.012.0000000;29.488.1200000;29.883.7200000;71
20220607;160000;29.901.9000000;29.993.3700000;29.683.3300000;29.868.4900000;63
20220607;170000;29.868.4700000;29.930.1000000;29.740.1800000;29.916.7400000;3
20220607;180000;29.885.9000000;29.963.9700000;29.842.7700000;29.930.5300000;49
20220607;190000;29.932.8300000;30.235.4700000;29.909.2700000;30.177.8200000;70
20220607;200000;30.188.3200000;31.394.2100000;30.176.7000000;31.024.0800000;439
20220607;210000;31.075.8400000;31.536.1100000;31.049.6500000;31.338.6700000;183
20220607;220000;31.378.8500000;31.519.4200000;31.241.2900000;31.374.0800000;27
20220607;230000;31.371.0500000;31.500.2200000;30.301.0000000;31.222.2400000;323
20220608;000000;31.251.4800000;31.358.7600000;30.901.0000000;31.115.8200000;115
20220608;010000;31.108.3000000;31.310.5300000;31.043.9000000;31.066.9400000;33
20220608;020000;31.043.4800000;31.204.3000000;30.733.0000000;31.080.0900000;86
20220608;030000;31.102.6200000;31.212.3500000;30.940.4400000;30.961.8700000;14
20220608;040000;30.959.3300000;31.010.7900000;29.831.8500000;29.992.0500000;294
20220608;050000;29.984.4800000;30.376.1500000;29.865.6900000;30.221.0300000;51
20220608;060000;30.233.3300000;30.618.8300000;30.199.2000000;30.525.2000000;77
20220608;070000;30.525.7800000;30.651.9100000;30.349.8200000;30.514.0000000;14
20220608;080000;30.525.9800000;30.600.0000000;30.297.2800000;30.574.1300000;4
20220608;090000;30.553.6300000;30.594.0000000;30.425.4500000;30.484.6100000;13
20220608;100000;30.489.9600000;30.559.8900000;30.365.0300000;30.497.9100000;14
20220608;110000;30.494.9300000;30.502.0000000;30.321.9500000;30.372.7600000;1
20220608;120000;30.373.2400000;30.475.2700000;30.334.8200000;30.390.2200000;30
20220608;130000;30.397.2900000;30.437.7100000;30.098.9800000;30.123.3200000;31
20220608;140000;30.123.3100000;30.850.5600000;30.043.8000000;30.753.2200000;159
20220608;150000;30.743.5000000;30.758.4500000;30.306.4200000;30.413.0800000;55
20220608;160000;30.404.2100000;30.537.8800000;30.333.4300000;30.451.6000000;97
20220608;170000;30.447.9500000;30.532.3500000;30.201.0000000;30.312.0900000;15
20220608;180000;30.309.0600000;30.442.0200000;30.261.6200000;30.366.8700000;13
20220608;190000;30.359.7500000;30.407.0400000;29.903.5300000;30.217.7400000;130
20220608;200000;30.206.7900000;30.280.0900000;30.064.6400000;30.116.0000000;17
20220608;210000;30.117.0100000;30.299.6000000;30.088.0000000;30.190.1700000;20
20220608;220000;30.183.6100000;30.472.0800000;30.181.3700000;30.393.4300000;29
20220608;230000;30.408.5600000;30.419.1500000;30.258.1100000;30.290.6100000;19
20220609;000000;30.290.6100000;30.351.2800000;30.151.0000000;30.185.5800000;3
20220609;010000;30.190.3100000;30.253.8600000;30.040.1900000;30.228.1300000;21
20220609;020000;30.200.8400000;30.302.5200000;30.066.4100000;30.066.4100000;1
20220609;030000;30.069.2000000;30.190.1100000;30.053.5000000;30.185.5300000;3
20220609;040000;30.180.9300000;30.277.7900000;30.161.1800000;30.274.3900000;4
20220609;050000;30.276.2500000;30.277.5400000;30.213.8500000;30.253.5700000;3
20220609;060000;30.247.7600000;30.439.7000000;30.230.8700000;30.308.4400000;13
20220609;070000;30.297.0700000;30.334.0200000;30.263.1800000;30.320.1600000;8
20220609;080000;30.326.0600000;30.464.9100000;30.298.7400000;30.464.9100000;16
20220609;090000;30.468.5600000;30.554.8300000;30.335.8900000;30.479.7500000;12
20220609;100000;30.500.1500000;30.672.5600000;30.451.9800000;30.515.5300000;33
20220609;110000;30.545.1500000;30.575.1000000;30.362.9900000;30.393.8300000;5
20220609;120000;30.408.8300000;30.427.7300000;30.250.0000000;30.280.8100000;10
20220609;130000;30.280.2900000;30.348.3700000;30.018.5700000;30.079.4700000;73
20220609;140000;30.078.5700000;30.232.6000000;29.920.5600000;30.127.0500000;44
20220609;150000;30.131.6000000;30.271.0300000;30.041.5000000;30.094.0800000;17
20220609;160000;30.081.8700000;30.366.3700000;30.013.1100000;30.283.1500000;43
20220609;170000;30.284.3700000;30.361.5100000;30.153.5200000;30.336.7200000;5
20220609;180000;30.339.1200000;30.417.4200000;30.192.7700000;30.298.1400000;19
20220609;190000;30.295.2000000;30.327.8300000;30.120.8400000;30.120.8400000;5
20220609;200000;30.102.2200000;30.149.9500000;29.949.6500000;29.990.8800000;19
20220609;210000;29.975.7500000;30.169.4500000;29.932.5500000;30.154.9800000;7
20220609;220000;30.169.5900000;30.232.0000000;30.114.7500000;30.115.3300000;3
20220609;230000;30.115.3300000;30.142.4100000;29.987.7600000;30.017.6700000;10
20220610;000000;30.039.9200000;30.105.2000000;29.957.4000000;30.089.0300000;27
20220610;010000;30.068.5300000;30.119.3100000;29.550.0000000;29.760.6300000;150
20220610;020000;29.778.9800000;30.016.8300000;29.727.6100000;29.889.2500000;22
20220610;030000;29.859.4000000;30.014.8800000;29.859.4000000;29.996.9500000;2
20220610;040000;30.016.4800000;30.333.8100000;30.014.4200000;30.102.2000000;94
20220610;050000;30.095.1900000;30.120.7100000;30.018.1900000;30.076.9900000;1
20220610;060000;30.077.7000000;30.171.0400000;30.062.4900000;30.088.7600000;1
20220610;070000;30.093.7900000;30.204.7500000;30.051.4000000;30.075.5000000;17
20220610;080000;30.075.5000000;30.119.4200000;30.033.8700000;30.033.8700000;5
20220610;090000;30.048.3000000;30.090.5900000;29.955.8200000;29.993.3000000;61
20220610;100000;29.996.6300000;30.030.7500000;29.835.4300000;29.868.9300000;26
20220610;110000;29.847.7300000;29.987.9600000;29.846.4600000;29.966.3900000;13
20220610;120000;29.968.3900000;30.042.7100000;29.936.3400000;29.982.7200000;39
20220610;130000;29.986.5800000;30.152.2700000;29.453.5600000;29.618.1600000;232
20220610;140000;29.616.1800000;29.694.5100000;29.236.1000000;29.370.1400000;197
20220610;150000;29.357.2600000;29.667.6300000;29.192.9300000;29.533.0400000;111
20220610;160000;29.527.0200000;29.599.5700000;29.331.5300000;29.422.6700000;38
20220610;170000;29.407.6200000;29.456.1600000;28.832.8300000;29.017.7300000;222
20220610;180000;29.019.5700000;29.171.3000000;28.894.7700000;29.091.9300000;125
20220610;190000;29.088.0400000;29.113.0800000;28.944.7000000;29.031.3100000;50
20220610;200000;29.012.0700000;29.130.0000000;28.919.5700000;28.937.0500000;64
20220610;210000;28.951.8300000;29.226.2100000;28.939.4000000;29.174.0800000;13
20220610;220000;29.177.4300000;29.372.7300000;29.117.2700000;29.174.8500000;44
20220610;230000;29.171.8900000;29.273.5200000;29.068.3000000;29.151.0000000;26
20220611;000000;29.152.5000000;29.186.1400000;28.987.6100000;29.065.6600000;10
20220611;010000;29.065.6600000;29.224.4000000;29.026.2200000;29.220.4700000;9
20220611;020000;29.224.2600000;29.238.5300000;29.149.6600000;29.176.5800000;3
20220611;030000;29.169.8000000;29.270.2200000;29.161.9300000;29.247.0500000;0
20220611;040000;29.247.1000000;29.287.0500000;29.210.0700000;29.242.5800000;4
20220611;050000;29.258.2000000;29.348.9800000;29.221.5000000;29.348.9800000;12
20220611;060000;29.348.9800000;29.403.6200000;29.230.9600000;29.267.5900000;12
20220611;070000;29.260.7100000;29.291.6200000;29.240.6000000;29.289.9300000;16
20220611;080000;29.298.3600000;29.333.3300000;29.271.4300000;29.306.0900000;3
20220611;090000;29.312.7600000;29.317.7500000;28.955.7100000;28.958.0300000;61
20220611;100000;28.955.7100000;29.155.4900000;28.683.1200000;29.046.7000000;214
20220611;110000;29.047.1900000;29.092.1400000;28.813.7700000;28.871.5500000;139
20220611;120000;28.868.5800000;28.926.1100000;28.528.0800000;28.704.0000000;113
20220611;130000;28.698.3900000;28.804.2400000;28.450.0000000;28.450.0000000;55
20220611;140000;28.448.4500000;28.846.9200000;28.321.4600000;28.744.0200000;127
20220611;150000;28.734.1400000;28.737.0200000;28.350.0000000;28.391.8100000;40
20220611;160000;28.387.2200000;28.570.8000000;28.219.6900000;28.381.6100000;49
20220611;170000;28.370.4900000;28.484.1700000;28.085.7500000;28.442.1700000;49
20220611;180000;28.440.6400000;28.556.9200000;28.378.5600000;28.489.6900000;24
20220611;190000;28.483.9100000;28.756.1900000;28.432.3000000;28.592.8300000;34
20220611;200000;28.587.8500000;28.714.9800000;28.553.6600000;28.571.0300000;25
20220611;210000;28.571.7500000;28.588.1800000;28.348.6600000;28.380.5800000;10
20220611;220000;28.374.9600000;28.587.8100000;28.354.0600000;28.541.9600000;1
20220611;230000;28.527.8600000;28.656.8100000;28.511.1700000;28.620.7400000;8
20220612;000000;28.594.0000000;28.600.5800000;28.221.5500000;28.390.9400000;31
20220612;010000;28.397.3800000;28.523.0600000;28.356.0200000;28.488.2000000;6
20220612;020000;28.488.2000000;28.488.2000000;28.155.9800000;28.218.7500000;17
20220612;030000;28.199.9800000;28.314.6600000;27.287.6300000;27.421.3300000;293
20220612;040000;27.403.5100000;27.716.3100000;27.241.5200000;27.539.6900000;32
20220612;050000;27.526.3200000;27.622.5400000;27.387.7100000;27.414.6200000;9
20220612;060000;27.416.1800000;27.444.7000000;27.150.0000000;27.247.3900000;65
20220612;070000;27.213.0600000;27.524.0900000;27.195.6000000;27.460.4400000;17
20220612;080000;27.451.7700000;27.633.3800000;27.351.5600000;27.621.6400000;20
20220612;090000;27.615.9200000;27.676.4300000;27.494.3900000;27.535.3200000;65
20220612;100000;27.532.3200000;27.568.5100000;27.411.6100000;27.427.5200000;23
20220612;110000;27.427.9400000;27.546.6500000;27.323.3600000;27.409.9300000;52
20220612;120000;27.395.0200000;27.482.9100000;27.310.2500000;27.413.6100000;57
20220612;130000;27.427.6000000;27.557.7200000;27.392.3500000;27.411.3800000;11
20220612;140000;27.384.7500000;27.446.0100000;27.185.5500000;27.280.1200000;17
20220612;150000;27.280.1200000;27.923.2600000;26.868.1900000;27.768.7700000;382
20220612;160000;27.745.7200000;28.287.8900000;27.745.7200000;28.057.5100000;167
20220612;170000;28.044.3300000;28.149.5000000;27.776.2400000;27.895.0100000;46
20220612;180000;27.888.3200000;28.210.0400000;27.888.3200000;28.099.2300000;19
20220612;190000;28.081.9300000;28.108.4000000;27.847.8300000;27.875.0900000;17
20220612;200000;27.876.5800000;27.905.3800000;27.385.0800000;27.387.2300000;107
20220612;210000;27.383.7200000;27.506.6200000;27.330.7600000;27.335.7900000;28
20220612;220000;27.336.1600000;27.501.3800000;27.306.9700000;27.361.9900000;14
20220612;230000;27.303.6900000;27.418.6000000;26.879.9200000;26.991.8400000;145
20220613;000000;26.965.1000000;27.133.2100000;26.500.0000000;26.585.1000000;151
20220613;010000;26.538.6300000;26.845.6300000;26.268.8600000;26.268.8600000;184
20220613;020000;26.265.7100000;26.434.9700000;25.588.8800000;25.752.8800000;282
20220613;030000;25.699.2100000;25.830.2500000;25.307.0400000;25.320.4200000;199
20220613;040000;25.301.0000000;25.639.8000000;24.888.8800000;25.464.9900000;533
20220613;050000;25.483.2100000;26.226.2700000;25.362.9300000;25.397.0100000;480
20220613;060000;25.364.2400000;25.825.4200000;25.161.2900000;25.222.2600000;194
20220613;070000;25.199.7000000;25.559.9300000;25.031.2400000;25.312.1100000;196
20220613;080000;25.298.8300000;25.432.9500000;24.551.8100000;24.761.3700000;375
20220613;090000;24.761.3700000;24.899.9900000;24.100.0000000;24.123.0000000;576
20220613;100000;24.142.9800000;24.523.1400000;23.723.0000000;23.971.3100000;986
20220613;110000;23.962.5800000;24.262.9100000;23.760.1600000;23.922.8300000;204
20220613;120000;23.944.0000000;24.042.4900000;23.424.4200000;23.690.4100000;573
20220613;130000;23.676.5200000;24.294.9600000;23.591.2400000;23.639.5200000;418
20220613;140000;23.654.3600000;23.901.0000000;23.300.0000000;23.613.3700000;525
20220613;150000;23.603.4600000;23.682.5000000;22.611.0500000;22.760.9600000;656
20220613;160000;22.801.4000000;23.447.2500000;22.600.0000000;23.248.8400000;552
20220613;170000;23.249.2500000;24.189.9400000;23.100.9100000;23.704.2000000;599
20220613;180000;23.724.0200000;23.727.4400000;23.089.8200000;23.522.9000000;374
20220613;190000;23.522.8000000;23.767.2900000;23.328.5100000;23.328.5100000;140
20220613;200000;23.356.9100000;23.377.4000000;23.083.0100000;23.144.0800000;131
20220613;210000;23.147.7400000;23.753.3800000;23.147.7400000;23.206.4800000;212
20220613;220000;23.216.3200000;23.330.1700000;22.850.8600000;23.045.4000000;175
20220613;230000;23.045.3900000;23.105.1200000;22.537.4600000;22.548.9900000;119
20220614;000000;22.573.2800000;22.600.0600000;21.910.2600000;22.450.4300000;667
20220614;010000;22.407.5300000;22.765.4800000;21.733.6700000;21.747.7900000;329
20220614;020000;21.733.6700000;21.841.2200000;20.828.0300000;20.828.0300000;681
20220614;030000;20.828.0300000;21.723.3100000;20.816.3500000;21.493.0400000;515
20220614;040000;21.465.8500000;22.234.9500000;21.295.8600000;22.068.6800000;330
20220614;050000;22.116.8000000;22.435.4100000;21.737.4300000;21.963.9400000;357
20220614;060000;21.929.8700000;23.288.8800000;21.902.2100000;22.745.8000000;630
20220614;070000;22.714.2000000;22.873.9800000;22.291.5400000;22.608.0800000;196
20220614;080000;22.595.0000000;23.001.0000000;22.150.8200000;22.866.2600000;337
20220614;090000;22.852.1900000;22.948.9500000;22.547.7100000;22.574.1900000;111
20220614;100000;22.579.0900000;22.620.6500000;22.523.1700000;22.556.3200000;14
20220614;110000;22.446.1200000;22.510.7800000;22.292.1400000;22.330.2700000;15
20220614;120000;22.331.6000000;22.383.6500000;21.690.6200000;21.960.4700000;267
20220614;130000;21.977.5400000;22.422.0000000;21.784.4300000;22.109.3100000;216
20220614;140000;22.123.5700000;22.555.8300000;21.960.2700000;22.377.9000000;364
20220614;150000;22.369.1300000;22.527.5700000;21.997.1900000;22.479.5800000;272
20220614;160000;22.482.3700000;22.765.2000000;22.238.7100000;22.672.6800000;280
20220614;170000;22.632.9300000;22.745.7300000;22.394.7500000;22.471.0800000;147
20220614;180000;22.462.4600000;22.705.1800000;22.305.5200000;22.341.3700000;106
20220614;190000;22.344.0800000;22.565.9500000;22.217.3900000;22.274.5500000;49
20220614;200000;22.250.6200000;22.304.4600000;22.095.0800000;22.159.7800000;75
20220614;210000;22.159.7800000;22.224.7000000;21.817.9200000;21.970.8700000;164
20220614;220000;21.963.2300000;22.067.5800000;21.333.0000000;21.464.9400000;247
20220614;230000;21.482.7800000;21.628.1600000;21.454.6400000;21.577.4800000;26
20220615;000000;21.573.8200000;22.299.9900000;21.562.6900000;22.097.3000000;300
20220615;010000;22.077.8300000;22.127.3100000;21.719.1800000;21.792.8800000;120
20220615;020000;21.789.0200000;22.260.0600000;21.774.7200000;22.135.4000000;109
20220615;030000;22.099.7500000;22.099.7500000;21.834.2000000;21.953.7000000;64
20220615;040000;21.962.1600000;22.010.1700000;21.387.8100000;21.406.4200000;185
20220615;050000;21.432.1200000;21.457.9900000;20.903.5300000;21.119.2500000;487
20220615;060000;21.120.5100000;21.314.2000000;20.715.6900000;21.204.4800000;617
20220615;070000;21.224.8900000;21.382.5700000;20.943.7000000;21.310.1100000;154
20220615;080000;21.320.1900000;21.403.5500000;20.636.8600000;20.691.4800000;425
20220615;090000;20.678.3400000;20.716.3000000;20.147.5100000;20.219.1500000;519
20220615;100000;20.213.1500000;20.384.5200000;20.079.7200000;20.193.8600000;254
20220615;110000;20.206.4400000;20.780.9800000;20.155.1200000;20.530.6700000;473
20220615;120000;20.541.2200000;21.237.4900000;20.358.9300000;21.142.4700000;466
20220615;130000;21.123.2900000;21.546.5100000;21.005.5900000;21.162.5200000;366
20220615;140000;21.157.1400000;21.747.8700000;21.117.8200000;21.515.6800000;467
20220615;150000;21.521.8900000;21.730.7500000;21.045.7100000;21.180.5300000;300
20220615;160000;21.187.1700000;21.458.8800000;21.092.5000000;21.386.1900000;70
20220615;170000;21.372.9600000;21.488.4700000;20.608.4100000;20.688.7200000;597
20220615;180000;20.676.8100000;21.439.3400000;20.464.2500000;21.047.9000000;466
20220615;190000;21.076.0500000;22.345.7000000;20.225.0100000;21.482.9500000;1.756
20220615;200000;21.505.5300000;22.227.4200000;21.420.1500000;21.592.6000000;560
20220615;210000;21.597.1300000;21.896.4300000;21.430.7700000;21.635.5100000;110
20220615;220000;21.645.0000000;22.401.0000000;21.604.8100000;22.175.1100000;247
20220615;230000;22.177.7300000;22.756.0000000;22.175.2000000;22.461.4400000;352
20220616;000000;22.455.7500000;22.656.4500000;22.403.6600000;22.555.2700000;46
20220616;010000;22.563.8200000;22.778.8200000;22.467.1500000;22.659.6000000;46
20220616;020000;22.660.1900000;22.957.0100000;22.332.3000000;22.364.0400000;163
20220616;030000;22.345.6500000;22.509.5700000;22.305.5200000;22.427.0400000;17
20220616;040000;22.413.5600000;22.507.9700000;22.139.8200000;22.188.1400000;58
20220616;050000;22.195.3000000;22.331.1300000;22.018.3200000;22.070.6100000;54
20220616;060000;22.055.9400000;22.176.3000000;21.885.3900000;21.932.8800000;45
20220616;070000;21.913.6100000;21.980.8100000;21.687.8900000;21.788.8300000;91
20220616;080000;21.782.8500000;21.914.0300000;21.630.2700000;21.755.9300000;249
20220616;090000;21.750.3900000;21.863.3700000;21.584.8900000;21.764.0900000;75
20220616;100000;21.743.7500000;21.778.6300000;21.109.0100000;21.258.2200000;196
20220616;110000;21.234.0700000;21.338.9400000;20.845.1200000;21.228.6300000;200
20220616;120000;21.245.1200000;21.271.3200000;20.882.6600000;21.043.4700000;64
20220616;130000;21.025.8200000;21.469.0700000;20.900.2800000;21.125.0000000;138
20220616;140000;21.146.5900000;21.329.5500000;20.900.0000000;21.016.0800000;128
20220616;150000;21.015.6800000;21.088.7900000;20.702.7000000;20.907.3000000;206
20220616;160000;20.910.2100000;21.244.9000000;20.910.2100000;21.049.9900000;186
20220616;170000;21.042.4000000;21.213.5400000;20.793.6500000;21.113.8100000;231
20220616;180000;21.130.4600000;21.429.1600000;21.019.0200000;21.035.8900000;76
20220616;190000;21.034.8300000;21.087.8400000;20.888.4800000;21.000.2600000;76
20220616;200000;21.000.2600000;21.093.5900000;20.815.9300000;20.848.7300000;31
20220616;210000;20.837.7000000;21.001.3500000;20.478.9800000;20.673.7100000;225
20220616;220000;20.678.5300000;20.907.9700000;20.599.7500000;20.645.3400000;415
20220616;230000;20.653.3000000;20.667.9000000;20.318.8800000;20.341.0200000;209
20220617;000000;20.354.6400000;20.449.5200000;20.200.0000000;20.382.8800000;220
20220617;010000;20.387.6600000;20.594.8100000;20.220.1600000;20.314.8600000;214
20220617;020000;20.328.1700000;20.884.6400000;20.319.5600000;20.846.6800000;333
20220617;030000;20.890.7100000;21.008.6900000;20.510.4500000;20.572.3400000;121
20220617;040000;20.573.3900000;20.646.9600000;20.329.9500000;20.353.2300000;62
20220617;050000;20.354.7100000;20.612.1100000;20.301.0000000;20.514.3400000;23
20220617;060000;20.512.1500000;20.950.8500000;20.512.1500000;20.779.5200000;137
20220617;070000;20.776.9000000;20.970.7200000;20.582.0500000;20.894.4900000;133
20220617;080000;20.885.8800000;21.272.1700000;20.800.0000000;21.083.5100000;104
20220617;090000;21.077.2200000;21.325.0600000;21.000.0000000;21.057.5200000;21
20220617;100000;21.049.1700000;21.123.4100000;20.858.4300000;20.954.3500000;70
20220617;110000;20.947.3700000;21.117.2700000;20.820.9200000;21.076.2700000;53
20220617;120000;21.105.8600000;21.191.4400000;20.923.6000000;20.956.8800000;38
20220617;130000;20.935.7700000;21.015.6200000;20.574.2400000;20.628.6000000;115
20220617;140000;20.619.0900000;20.892.4800000;20.542.9800000;20.773.0600000;89
20220617;150000;20.789.0900000;20.789.0900000;20.376.0400000;20.524.4900000;174
20220617;160000;20.519.6000000;20.739.9200000;20.505.5000000;20.647.1500000;39
20220617;170000;20.649.4800000;20.778.9900000;20.507.8800000;20.553.4800000;75
20220617;180000;20.522.6200000;20.678.8000000;20.443.5500000;20.557.3500000;147
20220617;190000;20.553.4600000;20.633.8000000;20.441.3200000;20.492.1800000;8
